user_name,user_product,helpful,funny,post_date,recommend_or_not,game_time,review
Gemeye,254,3,1,2017/09/23,Not Recommended,9.2,really easy find completely bad gameplay needlessly timeconsuming responsiveness cast spell suck buy make sure wait around menu long hope intentional force past refund timer numerous loading time open pointlessly try get prologue hate combat system there's something wrong least fun purchase story get bore amount hard wall i've hit utterly depress force npc get control completely cookie cutter trope force also can't say npc lose combat get think people really enjoy objectively awesome use steam refund hour wisely make sure
Le Petit Biscuit,133,16,0,2017/09/23,Recommended,283.0,best thing play year upd wonder love much among reason really appreciate larian merchandise politics want put thinget developer studio larian never try sell decorative itms pet divide part call dlc i'm talk real dcl like hellfire diablo ii bllod wine witcher iii would earn lot mony sell staff like never word development team read review ever reeading review matter lead devloper community manager guy bring coffe wish thank enthusiasm time spending inspiration put onto i've take love feeling every mechanic evry character take part story every single fight hard desisions player world react action rich lore legacy previous game take care cat undeads undead cat amaze create story ctreated history thank
omelete_senpai,113,3,0,2017/09/23,Recommended,282.4,10 10 would activate doomsday device
DILF,131,1,0,2017/09/23,Recommended,54.2,25 hour complex deep rich see play long time
SPT_Tim,226,1,0,2017/09/23,Recommended,53.2,10 10 would reccomend anyone love rpg's story graphic great music make even immersive
C Swords,190,6,1,2017/09/23,Not Recommended,15.4,let start beautiful amazing music great story many thing love think developer do fantastic job however cannot give thumb reason though add review purely subjective firstly mainly type stick play without reserve time day need spend actual effort play mean give vague clue need go need quest cryptic puzzle need solve currently time life put sherlock hat due year old take day night like play something play spend 50 brain power could argue clearly intelligent enough play argue advertise decision make effect aspect well dispute fact entirety prison island local gangster aparently control food supply thugs etc well kill single thing change thing notice trade dead corpse anymore argue fact look closely gameplay infact altered forever lose access trader case bah sell couple item use trivial change source point oh source point would assume lose collar would able naturally cast spell nope find source point one time use regen time expect complaint understand something could bother effort go find would hop useful regard skill point character point etc get plenty that's issue issue know would useful instance crypt place find first source point tombstone move thing need character high strength level start sound logical far issue tell need strength open make assumption even give clue many point strength need could miss something give 50 brain allocation see anything suggest otherwise essay review divinity os2 breath take many way fantastic brilliant genius many way yes that's personal opinion best
Cheeze,15,2,0,2017/09/23,Recommended,19.6,number one many game allow anything want limit love gm mode work campain friend play excited
Ferdi8265,95,2,0,2017/09/23,Recommended,232.8,great
GateShark,410,0,0,2017/09/23,Recommended,291.2,best co-op rpg ever play solo friend best can't go wrong picking
Nesus Of Jazareth,213,3,0,2017/09/23,Recommended,151.0,talk chicken quest voice interesting dialogue npc game masterpiece
BlackFace_MAMMY!,76,5,2,2017/09/23,Not Recommended,2.7,refund cool guess type rpg couldnt get character combat system didnt hold interest unfortunetly wouldnt recommend see others like though
Rumpel,186,2,0,2017/09/23,Recommended,184.3,goty
Unky V,320,1,0,2017/09/23,Recommended,80.1,felt like beat finally board set sail leave curse island behind next major battle scene drop deuce chair finally reach shore driftwood exhaust collapsed hit sand hard island tutorial put hair nut
Infectiousmeat,158,4,0,2017/09/23,Recommended,124.4,truly fantastic experience one best rpg's long time
Logan FPS,258,1,2,2017/09/23,Recommended,190.0,first hour put bucket head find cat talk guy stole guy talk get ask stole guy pull race card get kill first hour already meet expectation 10 10
I'm the bonglord,176,1,0,2017/09/23,Recommended,49.8,romancing lizard
